Number,FieldState,MotifSum,Entropy,HilbertMag,CompositeScore,EnhancedCompositeScore,RhythmicCompositeScore,UnionPrediction,InferredFieldState,UMAP_X,UMAP_Y,PrimeStatus,PrimeType,Type,BoundaryTransitionIndex,TransitionFlag
494939,High,26,0.5384615384615384,20.0,0.5886548509071823,0.78046712842329,0.8206899594183973,1,Low,4.5075264,1.4243699,True Prime,General,,-1.1618316351646414,False
558499,High,24,0.8333333333333334,22.0,0.6179252451184253,0.7804677059978544,0.8243522331457681,1,Low,7.220655,1.8680747,True Prime,General,,-1.1617864884283973,False
354727,Low,34,0.4117647058823529,24.0,0.645495893917073,0.7804686329576498,0.8235863764975678,1,Unknown,4.434286,7.6823106,True Prime,General,,-1.1617140316202725,False
534341,Mid,38,0.3684210526315789,26.0,0.6519262243643116,0.780540845548799,0.823884865975867,1,Unknown,0.18588164,2.743191,True Prime,General,,-1.156069456863907,False
256603,Low,20,0.4,14.0,0.6037168752753719,0.7805448305842251,0.8212941805802433,1,Low,7.0739446,3.1099634,True Prime,General,,-1.1557579622891885,False
378167,Low,16,0.5,12.0,0.5722410021383358,0.7806083901069187,0.8236981822169829,1,Unknown,2.0651941,6.376523,True Prime,General,,-1.1507897639235878,False
578407,Low,18,0.3333333333333333,12.0,0.5520276726155584,0.7806516440061222,0.8241706011298486,1,Unknown,1.959575,0.7716956,True Prime,General,,-1.1474087764299559,False
309173,High,26,0.5384615384615384,20.0,0.6079195348310182,0.7806672360598991,0.814104964871861,1,Unknown,4.0489726,9.593984,True Prime,General,,-1.1461900067978423,False
518429,Low,14,0.7142857142857143,12.0,0.5736929254380299,0.7806812606429518,0.8167313236732121,1,Unknown,4.815625,5.5124807,True Prime,General,,-1.1450937601986215,False
428531,High,30,0.4666666666666667,22.0,0.6016613255394159,0.7807031749516667,0.8159170857255915,1,Unknown,0.6807149,4.090631,True Prime,General,,-1.1433808047180496,False
347561,High,24,0.8333333333333334,22.0,0.5930966710072837,0.7807398092526381,0.8150745526487136,1,Unknown,2.2032886,0.53086454,True Prime,General,,-1.140517245230859,False
554293,Mid,30,0.6,24.0,0.6423089509580752,0.7807555102887108,0.8219622985182843,1,Unknown,0.1952938,4.5763035,True Prime,General,,-1.1392899568805237,False
413027,Low,24,0.5,18.0,0.613060610847576,0.7807687903000489,0.8190526692637873,1,Low,1.3741283,2.4049497,True Prime,General,,-1.138251910529187,False
335729,Mid,24,0.1666666666666666,14.0,0.5445888292058684,0.780785175586912,0.8240803300063569,1,Unknown,2.2212994,5.1704144,True Prime,General,,-1.136971136980816,False
444187,High,28,0.5714285714285714,22.0,0.6284063564865179,0.7807958295992667,0.8132570216025369,1,Unknown,5.6957903,10.002124,True Prime,General,,-1.1361383546607968,False
428801,Low,10,0.2,6.0,0.5559097213150145,0.7808015329536552,0.82455350937281,1,Unknown,6.9862804,7.7133226,True Prime,General,,-1.1356925458386065,False
483409,Low,26,0.8461538461538461,24.0,0.6134944424313533,0.7808124485163814,0.8215082749259682,1,Low,1.8436202,0.9045538,True Prime,General,,-1.1348393191528496,False
219143,Mid,36,0.4444444444444444,26.0,0.5842293681261135,0.7808152136786299,0.817629819531729,1,Unknown,2.9380105,7.9254584,True Prime,General,,-1.134623177275418,False
530429,Mid,42,0.3333333333333333,28.0,0.6587087462708769,0.7808343559139261,0.824667484731141,1,Unknown,2.651463,6.6889167,True Prime,General,,-1.1331269038913196,False
574373,Mid,26,0.5384615384615384,20.0,0.5892415405658142,0.7808357719892625,0.82466861759141,1,Low,6.372268,2.8998044,True Prime,General,,-1.1330162148415386,False
204973,High,32,0.625,26.0,0.6248578554426671,0.7808555236831964,0.8168707341054073,1,Unknown,8.734961,4.3096457,True Prime,General,,-1.131472302468351,False
354581,High,34,0.6470588235294118,28.0,0.5946677565526169,0.7808875548005545,0.8184382427896325,1,Low,-0.060886502,2.8473434,True Prime,General,,-1.1289685557729319,False
324557,Mid,58,0.0344827586206896,30.000000000000004,0.6760518741078847,0.7808954392878471,0.8236435847265766,1,Unknown,4.074077,9.19993,True Prime,General,,-1.128352256354361,False
339863,High,46,0.0434782608695652,24.0,0.5939663344528523,0.7809046951264831,0.8184519550503759,1,Low,3.6954582,2.9936297,True Prime,General,,-1.12762876378496,False
358613,High,30,0.6,24.0,0.5983750998412186,0.7809276684610948,0.8229708598417441,1,Low,3.9148514,5.5010104,True Prime,General,,-1.1258330284075773,False
397687,High,24,0.1666666666666666,14.0,0.6206389809989145,0.7809518673911442,0.8204934436661235,1,Low,-1.0679449,1.7178496,True Prime,General,,-1.1239414930463079,False
405577,Mid,46,0.0434782608695652,24.0,0.6003926951716156,0.7809744133582388,0.8233791343936414,1,Low,2.950941,6.4408135,True Prime,General,,-1.1221791633099722,False
578131,Low,50,0.44,36.0,0.6264234226453906,0.7809998018076327,0.8192374784698545,1,Low,7.7676754,5.8650103,True Prime,General,,-1.1201946478913782,False
282461,Low,42,0.0476190476190476,22.0,0.5941467077958826,0.7810180318308253,0.81700074062351,1,Unknown,8.849495,4.4105515,True Prime,General,,-1.1187696785462384,False
279179,High,14,0.1428571428571428,8.0,0.6194124339977292,0.7810206109455341,0.8205484385096343,1,Low,6.208186,2.9698627,True Prime,General,,-1.1185680792745962,False
351343,Mid,6,0.3333333333333333,4.0,0.6321503422926262,0.7810879051346814,0.8153530293543467,1,Unknown,2.739475,0.9547044,True Prime,General,,-1.113307956693949,False
215399,High,24,0.5,18.0,0.5757706224087128,0.7811473329921941,0.8178955149825805,1,Unknown,-0.8216994,5.970971,True Prime,General,,-1.1086627143753645,False
320329,High,22,0.0909090909090909,12.0,0.6133139503919092,0.7811569126876058,0.8162800759143453,1,Unknown,6.305191,7.8815975,True Prime,General,,-1.1079139071932085,False
432241,High,24,0.1666666666666666,14.0,0.6083390752720764,0.7811597899647584,0.8162823777360663,1,Unknown,5.6510005,6.409301,True Prime,General,,-1.1076890017338636,False
204707,Mid,40,0.4,28.0,0.616431121852406,0.7812077576596482,0.8249442744752031,1,Low,-0.4600555,4.8795977,True Prime,General,,-1.1039395553369526,False
230449,Mid,22,0.6363636363636364,18.0,0.6593063321061308,0.7812098460389714,0.8179455254200024,1,Unknown,6.1782265,7.045494,True Prime,General,,-1.103776314923868,False
424997,High,36,0.6666666666666666,30.0,0.6218072343451522,0.7812280581864908,0.8171687617080433,1,Unknown,1.3285772,4.834589,True Prime,General,,-1.1023527428499227,False
487349,Low,50,0.44,36.0,0.6773154866071041,0.781231548538694,0.8235848425380055,1,Unknown,7.9834733,1.8947593,True Prime,General,,-1.1020799157206946,False
578363,Mid,18,0.1111111111111111,10.0,0.6326241846265204,0.7813856416383087,0.825108513310647,1,Unknown,8.781415,4.5482254,True Prime,General,,-1.0900350630658717,False
413071,Mid,12,0.6666666666666666,10.0,0.5735162712449365,0.7814096991876476,0.8219860754629804,1,Unknown,0.23122516,1.5195493,True Prime,General,,-1.0881545788797047,False
421189,Mid,26,0.3846153846153846,18.0,0.587500368456425,0.7814205917234956,0.8137568313019193,1,Unknown,6.3857093,3.4204218,True Prime,General,,-1.087303152114616,False
562313,High,26,0.5384615384615384,20.0,0.6154650467039463,0.7814401674236114,0.817338449097735,1,Unknown,6.3762693,9.417787,True Prime,General,,-1.0857729964872753,False
200771,Low,48,0.6666666666666666,40.0,0.7285769618623243,0.7814664753130423,0.818150828839259,1,Unknown,5.8880944,9.906576,True Prime,General,,-1.083716612050556,False
354829,Mid,34,0.7647058823529411,30.0,0.6740707580686204,0.78148211658465,0.825097976277606,1,Unknown,3.699181,8.525688,True Prime,General,,-1.0824939952538197,False
370193,High,30,0.6,24.0,0.6182331093784906,0.7815005893332904,0.8147716474905713,1,Unknown,7.463361,6.4685054,True Prime,General,,-1.081050053013327,False
424939,Mid,48,0.0833333333333333,26.0,0.6468347882554224,0.7815388583692444,0.8196687237191453,1,Unknown,1.9283819,1.0914133,True Prime,General,,-1.0780587127102157,False
562577,Mid,42,0.9047619047619048,40.0,0.7011354888447666,0.7815467153209572,0.825149655266652,1,Unknown,5.6302404,1.1974105,True Prime,General,,-1.0774445656398195,False
309311,Mid,20,0.8,18.0,0.6106737763616344,0.7815584118610999,0.822604619776196,1,Low,2.747137,1.7887143,True Prime,General,,-1.0765302930154006,False
278849,Mid,24,0.5,18.0,0.5701229045699762,0.7815668711904585,0.822611387239683,1,Unknown,3.7293122,8.670787,True Prime,General,,-1.0758690604492536,False
491261,Mid,22,0.0909090909090909,12.0,0.5697842572757275,0.7815830215550343,0.8252444855915121,1,Unknown,8.013563,1.9769404,True Prime,General,,-1.0746066498538167,False
514543,High,30,0.2,18.0,0.5914439942154022,0.7816091723139954,0.8148585138751353,1,Unknown,2.3771842,6.68833,True Prime,General,,-1.072562547689051,False
317323,Mid,6,0.3333333333333333,4.0,0.6519593632867106,0.7816300442963307,0.8148752114610062,1,Unknown,6.6811,1.0981939,True Prime,General,,-1.0709310667695888,False
429083,Low,58,0.3793103448275862,40.0,0.6716860784209417,0.7816625915172413,0.819058272162983,1,Unknown,6.041316,6.789031,True Prime,General,,-1.0683869782855966,False
503287,Mid,30,0.3333333333333333,20.0,0.5689918114371535,0.7816955927142932,0.8190846731206229,1,Unknown,2.9130104,0.33371356,True Prime,General,,-1.065807404268865,False
234457,Mid,30,0.7333333333333333,26.0,0.6591562191694844,0.7817260239228827,0.8140011770614278,1,Unknown,3.9259794,6.9239287,True Prime,General,,-1.0634287161609288,False
393539,Mid,20,0.8,18.0,0.5920361823617193,0.7817523330987657,0.8253141494888985,1,Low,3.4519496,1.568863,True Prime,General,,-1.0613722311672937,False
260573,High,12,0.3333333333333333,8.0,0.5651295434061786,0.781787070581602,0.8159123617118837,1,Unknown,0.5455901,5.1517487,True Prime,General,,-1.0586569385071465,False
309667,High,34,0.7647058823529411,30.0,0.6745836002056811,0.7818043584230825,0.8184211353272918,1,Unknown,1.4264746,3.0202053,True Prime,General,,-1.0573056158076035,False
201281,High,36,0.6666666666666666,30.0,0.6416743118893551,0.7818066768963116,0.8140656994401708,1,Unknown,-0.093352415,3.623489,True Prime,General,,-1.0571243898572,False
409573,Low,36,0.6666666666666666,30.0,0.6417097167539499,0.7818289233691187,0.8199007757190437,1,Unknown,5.1640472,4.818283,True Prime,General,,-1.0553854704135555,False
264059,Mid,18,0.3333333333333333,12.0,0.5854790961043516,0.7818294118457135,0.8251128154015214,1,Unknown,1.5389179,6.2435703,True Prime,General,,-1.055347288115809,False
566537,High,18,0.7777777777777778,16.0,0.7361121794073747,0.7818513754048217,0.8254591686713418,1,Unknown,4.780559,0.70435536,True Prime,General,,-1.0536304829253396,False
522281,High,24,0.8333333333333334,22.0,0.6201369457678978,0.7818574172400568,0.8168404795563056,1,Unknown,6.968683,4.3286104,True Prime,General,,-1.0531582163841882,False
370571,Mid,36,0.4444444444444444,26.0,0.6237991230433768,0.7818691510580461,0.8247067909778847,1,Low,1.79946,6.1972423,True Prime,General,,-1.052241029896839,False
483247,Low,12,0.3333333333333333,8.0,0.6031830202365573,0.7818882620710392,0.825488678004316,1,Low,0.3151449,4.38024,True Prime,General,,-1.0507471970375988,False
354703,Mid,26,0.8461538461538461,24.0,0.6088986924147799,0.7818929855298535,0.8244416217201812,1,Low,3.236712,1.8071177,True Prime,General,,-1.0503779828055424,False
324661,High,26,0.0769230769230769,14.0,0.5324043707385171,0.7819050772185414,0.8199616987985813,1,Unknown,2.7835414,2.8029485,True Prime,General,,-1.0494328229706267,False
440269,High,20,0.2,12.0,0.6032135626767008,0.7819074532633201,0.8255040309581407,1,Low,7.7736306,7.662566,True Prime,General,,-1.0492470968782037,False
475429,High,14,0.7142857142857143,12.0,0.5756483905338825,0.781909967533321,0.8249801635634838,1,Unknown,3.1122963,1.2030778,True Prime,General,,-1.0490505662628122,False
562579,Low,12,0.6666666666666666,10.0,0.6374915211766183,0.7819256936394485,0.8253432277543865,1,Unknown,6.293236,9.332911,True Prime,General,,-1.047821318284713,False
378223,Mid,36,0.6666666666666666,30.0,0.6419076791591304,0.7819533120742892,0.8253653225022585,1,Unknown,4.0275393,8.607406,True Prime,General,,-1.0456624936582724,False
245629,Mid,12,0.6666666666666666,10.0,0.5681206684889822,0.7819876526601286,0.8142104800512245,1,Unknown,1.8783448,4.2658377,True Prime,General,,-1.0429782248782284,False
309541,Mid,20,0.8,18.0,0.598732137092673,0.7819914494041986,0.8238218845962283,1,Low,4.399679,3.2103677,True Prime,General,,-1.0426814482996152,False
534253,Mid,42,0.4285714285714285,30.0,0.6190209094973215,0.781995599669345,0.8224547958483387,1,Low,6.669488,2.9684706,True Prime,General,,-1.042357038366328,False
327941,Mid,30,0.2,18.0,0.5668143402718756,0.7820062660792721,0.8213369626166246,1,Unknown,2.6955853,6.1027927,True Prime,General,,-1.0415232869767443,False
448313,Mid,12,0.3333333333333333,8.0,0.6033878194683939,0.7820169466626659,0.8160962625767367,1,Unknown,1.0837028,3.0387812,True Prime,General,,-1.0406884277029258,False
428731,Mid,48,0.5833333333333334,38.0,0.6826395377288692,0.7820585748981744,0.8254495327613667,1,Unknown,0.43165672,2.0736866,True Prime,General,,-1.0374345119582569,False
331691,Mid,30,0.8666666666666667,28.0,0.6560670119931736,0.7820743130530485,0.8170139962066991,1,Unknown,-0.926711,2.1241696,True Prime,General,,-1.0362043221769404,False
412949,High,24,0.5,18.0,0.5583107413589841,0.7820812643787702,0.8170195572672755,1,Unknown,0.13751397,4.7228494,True Prime,General,,-1.035660964334941,False
566659,High,24,0.5,18.0,0.5773587015406076,0.7821451947162152,0.8230740460602892,1,Unknown,0.17064913,1.6486094,True Prime,General,,-1.03066378083598,False
298349,High,26,0.5384615384615384,20.0,0.6229036192795683,0.7821459040050033,0.8208223748335183,1,Low,7.0122585,8.098906,True Prime,General,,-1.0306083385159606,False
208379,Low,20,0.2,12.0,0.5720395745966596,0.7821607007791236,0.8246557939195979,1,Unknown,5.6542783,3.0290537,True Prime,General,,-1.0294517327724753,False
279173,Low,36,0.6666666666666666,30.0,0.6739366763525865,0.782237305336247,0.8221061009487635,1,Unknown,6.139922,2.9709458,True Prime,General,,-1.0234638552779796,False
245383,Mid,50,0.76,44.0,0.7024057147159737,0.7823448555094922,0.8258758844075937,1,Unknown,6.6460814,5.660788,True Prime,General,,-1.015057080458225,False
487481,Mid,12,0.3333333333333333,8.0,0.5660336176794444,0.7823551412116138,0.8248113462655895,1,Unknown,7.8669257,6.2183924,True Prime,General,,-1.014253087503215,False
358753,High,22,0.4545454545454545,16.0,0.5700460540052398,0.7823580208549312,0.8255357026088957,1,Unknown,2.327059,0.97010034,True Prime,General,,-1.0140279970900554,False
305741,Mid,24,0.8333333333333334,22.0,0.6398830555864623,0.7823600264735031,0.824116746251672,1,Unknown,5.918416,4.231936,True Prime,General,,-1.013871225759992,False
324673,Low,28,0.1428571428571428,16.0,0.5471814449592804,0.7824142329641328,0.8196595853204958,1,Unknown,0.55463874,2.7701797,True Prime,General,,-1.009634117192493,False
378019,High,12,0.3333333333333333,8.0,0.5851221750076994,0.782444580566786,0.8189333130422535,1,Unknown,-0.16204831,3.7306826,True Prime,General,,-1.0072619642323741,False
347161,Mid,24,0.5,18.0,0.6094677454360956,0.7824794849303133,0.824212313017119,1,Low,-0.43464848,5.945351,True Prime,General,,-1.0045336271637606,False
313009,High,28,0.5714285714285714,22.0,0.5995094441799564,0.782479866495408,0.8136145612007116,1,Low,1.5078651,3.283932,True Prime,General,,-1.004503801718261,False
554317,High,44,0.3636363636363636,30.000000000000004,0.605832309598177,0.7824845539632972,0.8245872468776876,1,Low,2.2975714,0.42394477,True Prime,General,,-1.0041374007555282,False
233939,Low,18,0.7777777777777778,16.0,0.6045563449659022,0.7825222461918646,0.8189954455423166,1,Low,4.3921356,5.3970995,True Prime,General,,-1.001191147221387,False
208391,Mid,6,0.3333333333333333,4.0,0.5776698746056417,0.7825696565125042,0.8242844502828723,1,Unknown,-0.77227646,3.023149,True Prime,General,,-0.9974852685814619,False
479441,Low,30,0.3333333333333333,20.0,0.6019951823421185,0.7825918289130669,0.8252849332619011,1,Low,6.741054,7.0809402,True Prime,General,,-0.9957521390743715,False
382373,Low,28,0.2857142857142857,18.0,0.5880860203792623,0.7826280215727157,0.8224186739379388,1,Low,-0.83456826,1.752352,True Prime,General,,-0.9929231009555566,False
385907,High,26,0.5384615384615384,20.0,0.5984591348450953,0.7826593481219908,0.8255796680344201,1,Low,2.266098,5.096361,True Prime,General,,-0.9904744275811758,False
309157,High,30,0.3333333333333333,20.0,0.6085438946184912,0.7827384261452204,0.8138214089205625,1,Low,6.9024196,1.3380543,True Prime,General,,-0.984293208951549,False
316753,Low,42,0.7142857142857143,36.0,0.6850866605179998,0.7827567741463162,0.8128079596954965,1,Unknown,1.8252656,5.1296945,True Prime,General,,-0.9828590177368745,False
578297,Low,32,0.875,30.0,0.6395648353283634,0.7827705749474965,0.825143693254295,1,Unknown,7.868602,7.212736,True Prime,General,,-0.9817802632880974,False
424493,High,38,0.3684210526315789,26.0,0.5986556485343038,0.7827828265335945,0.8167089664734767,1,Low,1.68056,1.0924084,True Prime,General,,-0.9808226049003549,False
275549,High,30,0.6,24.0,0.6202768580621669,0.7827847687825383,0.8138584830304171,1,Low,0.45313427,6.124439,True Prime,General,,-0.9806707869253424,False
393373,Mid,16,0.5,12.0,0.6073210161269557,0.7828094747896338,0.8219795295849133,1,Low,-0.7384233,2.8470316,True Prime,General,,-0.9787396153420713,False
546233,High,28,0.5714285714285714,22.0,0.6126781250951928,0.7828178345451708,0.815825443660078,1,Low,7.4490366,5.0987387,True Prime,General,,-0.9780861660706521,False
362951,High,12,0.6666666666666666,10.0,0.6011612960418625,0.7829072988906655,0.821431490742047,1,Low,3.4481204,4.478492,True Prime,General,,-0.9710930894044194,False
546179,High,24,0.5,18.0,0.5975535318034211,0.782929755237295,0.8129463445682812,1,Low,-0.2398392,5.237358,True Prime,General,,-0.9693377649480026,False
382363,High,16,0.25,10.0,0.5543582080986675,0.7829554628719217,0.8232226864104006,1,Unknown,2.552957,7.377823,True Prime,General,,-0.967328300072825,False
208049,High,20,0.2,12.0,0.5859478703639975,0.7829634021892129,0.8168534269979723,1,Unknown,4.4538136,1.2337666,True Prime,General,,-0.9667077148085209,False
451753,Low,24,0.5,18.0,0.5976194365016689,0.782971166130804,0.825304166200942,1,Low,7.619206,5.036364,True Prime,General,,-0.966100837974198,False
226433,Mid,24,0.5,18.0,0.5723670616585366,0.7829769762767795,0.8150019389445449,1,Unknown,7.669865,2.2240927,True Prime,General,,-0.9656466816728864,False
499099,Mid,50,0.28,32.0,0.681090276540065,0.7829929186458873,0.8260436208416599,1,Unknown,0.46087715,2.306451,True Prime,General,,-0.9644005292666356,False
506903,Mid,12,0.3333333333333333,8.0,0.5670521352753517,0.782995121741416,0.8263083804030189,1,Unknown,3.4280272,8.057917,True Prime,General,,-0.9642283219381196,False
413243,Mid,18,0.1111111111111111,10.0,0.5848077122082367,0.7830864277503996,0.8259213317371477,1,Unknown,2.4858704,3.1434915,True Prime,General,,-0.9570912896669911,False
518657,Mid,68,0.0588235294117647,36.0,0.6809049502006199,0.783105407479508,0.8261336119085568,1,Unknown,1.0649973,3.4276617,True Prime,General,,-0.9556077187536257,False
237959,Mid,38,0.5789473684210527,30.0,0.6487229649222138,0.783106847787206,0.8243002383031452,1,Unknown,5.500396,1.4337592,True Prime,General,,-0.9554951355552647,False
309437,Low,24,0.6666666666666666,20.0,0.6068657876288721,0.7831339348088326,0.8264194308569521,1,Low,2.7152333,6.811124,True Prime,General,,-0.9533778494135281,False
574283,High,10,0.2,6.0,0.5722827590777495,0.7831529428930604,0.8254495876107465,1,Unknown,6.541121,4.384423,True Prime,General,,-0.9518920620917992,False
393541,Mid,12,0.6666666666666666,10.0,0.5826268487547377,0.7831660318587953,0.8265108938345208,1,Unknown,0.00620175,3.774884,True Prime,General,,-0.9508689490252472,False
487681,High,34,0.4117647058823529,24.0,0.6182219519017502,0.7831724552664477,0.8187242793720091,1,Low,7.5407796,3.745298,True Prime,General,,-0.9503668564662097,False
506773,Low,40,0.5,30.0,0.6538097901351607,0.7831743138013137,0.8243542111144316,1,Unknown,3.2586668,3.1812725,True Prime,General,,-0.9502215820920107,False
498791,High,16,0.5,12.0,0.6079411730019328,0.7831991473166507,0.8202875168025094,1,Low,2.414519,0.63653624,True Prime,General,,-0.9482804436900746,False
578299,Low,12,0.6666666666666666,10.0,0.6080756510733519,0.7832836459524518,0.8258383868934097,1,Low,0.5406175,4.328553,True Prime,General,,-0.9416755170560951,False
542747,High,38,0.2631578947368421,24.0,0.6283617501027952,0.7832861164154159,0.8179834388965923,1,Low,2.2106109,0.4388988,True Prime,General,,-0.9414824106647898,False
574109,High,28,0.2857142857142857,18.0,0.6081441369139018,0.7833266786940513,0.8188476581140931,1,Low,2.8167443,6.0014954,True Prime,General,,-0.9383118165841432,False
432281,Mid,10,0.2,6.0,0.6168075779610138,0.7833521164146612,0.8204098920809186,1,Low,-0.681388,2.387334,True Prime,General,,-0.9363234498280247,False
424709,Mid,34,0.0588235294117647,18.0,0.6041829041117953,0.783355972533401,0.8261369675635484,1,Low,-0.7440811,1.7393535,True Prime,General,,-0.9360220321645725,False
335941,Low,36,0.3333333333333333,24.0,0.5982835439250574,0.7833884547690892,0.8245255238886529,1,Low,0.7206625,4.886181,True Prime,General,,-0.9334830233202882,False
401371,Mid,34,0.4117647058823529,24.0,0.6187179893523209,0.7834841379626462,0.8266995933800025,1,Low,2.8156478,5.9664974,True Prime,General,,-0.9260038437151159,False
507109,Low,10,0.2,6.0,0.5854538082099124,0.7834923990002995,0.8212315562239892,1,Unknown,6.809315,8.34584,True Prime,General,,-0.9253581108331125,False
374653,Mid,28,0.1428571428571428,16.0,0.5868075102474477,0.783503552688586,0.8246176022242494,1,Unknown,4.7595596,4.2350116,True Prime,General,,-0.9244862708071566,False
201163,Mid,16,0.5,12.0,0.6147447387918459,0.7835058805025401,0.8225366541552389,1,Low,5.5726013,3.4820836,True Prime,General,,-0.9243043147289435,False
370871,Mid,36,0.8888888888888888,34.0,0.6560521119821656,0.7835148896542394,0.8134144521018379,1,Unknown,8.66915,4.0307283,True Prime,General,,-0.9236001047089318,False
451823,Low,32,0.5,24.0,0.6390750475372459,0.7835311952625016,0.826737239219887,1,Unknown,2.0035193,5.8930993,True Prime,General,,-0.9223255593239921,False
328037,Mid,36,0.6666666666666666,30.0,0.6191653240617672,0.7835362808016837,0.8254286283483973,1,Low,5.924304,10.2075,True Prime,General,,-0.9219280426910478,False
324523,Low,12,0.0,6.0,0.609456488500235,0.7835407877583203,0.8262848197434834,1,Low,2.2793882,5.2235284,True Prime,General,,-0.9215757515842765,False
347297,Low,12,0.6666666666666666,10.0,0.6590147783097295,0.7835449646610371,0.8262881612656571,1,Unknown,-0.48488244,6.5963254,True Prime,General,,-0.9212492594966791,False
502699,Low,16,0.5,12.0,0.5959224108346219,0.7835837250652954,0.817349685298836,1,Low,6.976342,3.0322447,True Prime,General,,-0.9182195108622478,False
343411,Mid,30,0.2,18.0,0.5946309494398931,0.7836116799792742,0.8263415335202469,1,Low,3.7614555,5.0672846,True Prime,General,,-0.9160343849825386,False
455701,High,24,0.1666666666666666,14.0,0.5743587602148712,0.7836179496736119,0.8206225586880787,1,Unknown,3.3365643,3.2180302,True Prime,General,,-0.9155443075898635,False
455647,Mid,32,0.25,20.0,0.5896802117721317,0.783629723905905,0.8164749551486647,1,Low,6.355297,4.014962,True Prime,General,,-0.9146239620750463,False
448093,Low,38,0.0526315789473684,20.0,0.5920268749768293,0.7836542992569899,0.8265727253305426,1,Low,3.4648435,3.628113,True Prime,General,,-0.9127030033591889,False
432637,High,28,0.5714285714285714,22.0,0.6013898423312307,0.783661405439779,0.8213667613755725,1,Low,5.0081773,3.1094027,True Prime,General,,-0.9121475409481729,False
451723,Low,38,0.2631578947368421,24.0,0.6226662411670727,0.783675625312575,0.825169225322928,1,Low,5.697532,4.059403,True Prime,General,,-0.9110360293164023,False
279311,Mid,48,0.75,42.0,0.6906390543899665,0.7837272785515736,0.8183363686055191,1,Unknown,7.4176383,2.5496848,True Prime,General,,-0.9069984984052881,False
574423,Low,36,0.6666666666666666,30.0,0.6448292087769226,0.7837890408630118,0.8269435157002953,1,Unknown,0.55265826,2.761126,True Prime,General,,-0.9021707809879973,False
271109,Mid,30,0.2,18.0,0.5696562165408091,0.7837919450773894,0.8146642240662972,1,Unknown,6.0359173,1.4493396,True Prime,General,,-0.9019437699515331,False
286367,High,36,0.8888888888888888,34.0,0.6628152709565097,0.78379623341599,0.8175196919793934,1,Unknown,5.5283027,1.1420045,True Prime,General,,-0.9016085673583724,False
339373,Mid,48,0.3333333333333333,32.0,0.6205661284707272,0.7838059687626892,0.8192310901690006,1,Low,6.8719463,6.2120924,True Prime,General,,-0.9008475935261384,False
204733,High,30,0.0666666666666666,16.0,0.5733260536880577,0.78380849193819,0.8270248618980366,1,Unknown,5.93901,10.144203,True Prime,General,,-0.9006503668027731,False
495241,Low,48,0.1666666666666666,28.0,0.6405498067326706,0.7838473523504159,0.8256774855873837,1,Unknown,3.5005522,1.8028487,True Prime,General,,-0.89761280093813,False
362707,Mid,24,0.1666666666666666,14.0,0.5873918552362157,0.7838707229927631,0.8270088614040964,1,Low,5.914518,3.7994888,True Prime,General,,-0.895786009574832,False
317197,Mid,20,0.2,12.0,0.5558254253844503,0.783877381648449,0.8234181619985255,1,Unknown,2.221395,6.564508,True Prime,General,,-0.8952655286005579,False
526511,Low,30,0.3333333333333333,20.0,0.6040584185606841,0.7838882532591661,0.82691327545016,1,Low,-0.52245855,5.500982,True Prime,General,,-0.894415737470808,False
511151,Low,30,0.8666666666666667,28.0,0.6400199547160887,0.7838959853192788,0.8222224398849404,1,Unknown,3.9902725,6.8485007,True Prime,General,,-0.8938113526864864,False
279109,Mid,46,0.5652173913043478,36.0,0.671641320831212,0.7839238455949008,0.8263505466073684,1,Unknown,6.6221285,7.413257,True Prime,General,,-0.8916336243155962,False
468109,Low,6,0.3333333333333333,4.0,0.617765712611721,0.7839541556173666,0.8208915234430808,1,Low,4.5863075,3.0978627,True Prime,General,,-0.889264408851194,False
271571,Low,20,0.8,18.0,0.6020802915397667,0.7840952458094064,0.8246340869348411,1,Low,5.218316,0.54568446,True Prime,General,,-0.8782359424344015,False
385783,Mid,22,0.0909090909090909,12.0,0.6053784786998825,0.784107205954774,0.8217234017875668,1,Low,8.614885,4.143898,True Prime,General,,-0.8773010648244131,False
260209,Mid,6,0.3333333333333333,4.0,0.5801250021872828,0.7841123238721496,0.8265013292291675,1,Low,5.973671,10.1414385,True Prime,General,,-0.8769010173151971,False
274973,High,32,0.25,20.0,0.6031309478096929,0.784144919906706,0.8159362938484855,1,Low,0.09490631,6.178186,True Prime,General,,-0.874353113260147,False
397153,Low,30,0.8666666666666667,28.0,0.6278361376387438,0.7841768516257308,0.8128779073166355,1,Low,1.5425448,4.457488,True Prime,General,,-0.8718571361422164,False
522787,Low,48,0.0,24.0,0.6105572694923717,0.7842324580891762,0.818740512235601,1,Low,3.890509,1.305436,True Prime,General,,-0.8675105971957597,False
358571,High,32,0.875,30.0,0.6355798650632808,0.7842348924184906,0.8224935655643083,1,Low,2.365017,0.9215504,True Prime,General,,-0.8673203152299916,False
204797,High,10,0.2,6.0,0.5550639859691837,0.784238373270469,0.826317931912674,1,Low,5.918039,3.627106,True Prime,General,,-0.867048230696051,False
436061,Mid,54,0.2592592592592592,34.0,0.6767674536001458,0.7842449480477249,0.8259955621452311,1,Low,-0.15227914,6.5349483,True Prime,General,,-0.8665343061693564,False
483611,High,42,0.6190476190476191,34.0,0.6722011630355564,0.7842756196948101,0.8129569217718988,1,Unknown,4.1078963,1.5081775,True Prime,General,,-0.8641368239281326,False
